Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
3/6/2021,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4
3/7/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,964.4,964.9,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7
3/8/2021,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002
3/9/2021,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7
3/10/2021,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7
3/11/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
3/12/2021,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1
13/3/2021,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002,1002
14/3/2021,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7,1019.7
15/3/2021,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1
16/3/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
17/3/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5,1061.5
18/3/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
19/3/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
20/3/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1060,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
21/3/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,965.2,964.4,964.4,964.4,964.4,964.4,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7
22/3/2021,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6
23/3/2021,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.7,1022.7,1022.7,1022.7,1022.7,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.6,1022.6,1022.6
24/3/2021,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.7,1022.7,1022.7,1022.7,1022.7,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.7,1022.6,1022.6,1022.6,1022.6
25/3/2021,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064.1,1064.1,1064.1,1064.1,1064.1,1064,1064,1064,1064,1064,1064,1064,1064,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064,1064,1064,1064
26/3/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
27/3/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
28/3/2021,966.7,966.8,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,964.9,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.7,966.7,966.7
29/3/2021,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002
30/3/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
31/3/2021,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6
4/1/2021,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4
4/2/2021,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002
4/3/2021,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4,988.4
4/4/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,964.4,964.4,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7
4/5/2021,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002,1002,1002,1002,1002,1002,1002,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002.1,1002,1002
4/6/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
4/7/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5
4/8/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.6,1061.5,1061.5
4/9/2021,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6
4/10/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,964.9,964.4,964.4,964.4,964.4,964.4,964.4,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7
4/11/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,964.4,965.2,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7
4/12/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,964.9,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7
13/4/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
14/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
15/4/2021,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1
16/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
17/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
18/4/2021,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6,1022.6
19/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
20/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
21/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
22/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
23/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
24/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
25/4/2021,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.8,966.7,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.7,966.7,966.7
26/4/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
27/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
28/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
29/4/2021,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064.1,1064.1,1064.1,1064.1,1064.1,1064,1064,1064,1064,1064,1064,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1,1064.1
30/4/2021,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,932.2,918.7,918.7,926.2,943.9,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5,945.5
5/1/2021,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,918.7,918.7,918.6,918.8,928.7,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6
5/2/2021,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.7,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8,966.8
5/3/2021,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5,1061.5
5/4/2021,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4,1069.4
